qa_row_id,group,lesson,screen_id,screen_archetype,french,english_presented,english_kind,scene_context,source_text,communicative_purpose,usage_role,expected_action,item_chunk_ids,sentence_id,payload_id,protected_chunk_boundaries,accepted_alternatives,french_qa_state,duplicate_reuse_locations,founder_verdict,human_qa_verdict,reviewer_correction,register_note,natural_spoken_french_note,reviewer_rationale,reviewer_name,review_date
QA-L01-041,C,L1,s08-sayit-cafe-order,say-it-your-way,je voudrais,I would like,gloss,"The counter is quiet. You have been waiting a moment, and the person behind it turns to you.",,Support piece for the open task,recognition,read,chunk-je-voudrais,,,"piece boundary ""je voudrais"" ↔ registry ""je voudrais""",,(none on item),"also: L1/s03-fill-polite-verb, L1/s04-weave-cafe-order, L1/s06-weave-cafe-order-please, L1/s11-weave-the-order, L1/s09-recap-survival-kit, L2/s03-fill-je-suis-blank, L3/s02-fill-verb-in-sandwich, L4/s02-fill-have-not-be, L4/s02-fill-have-not-be, L5/s05-weave-je-voudrais-un-cafe, L5/s07-sayit-ask-for-a-coffee, L5/s08-recap-packages, L7/s03-fill-je-vais-blank, L9/s00-goal-pause, L9/s01-meet-faire-une-pause, L9/s03-fill-faire-blank, L9/s02-insight-voudrais-carries-actions, L9/s04-weave-ask-for-a-break, L9/s05-weave-break-politely, L9/s10-insight-what-you-can-ask, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s03-fill-engine-chooser, L10/s01-insight-three-engines, L10/s04-weave-midday-break, L10/s08-recap-full-day",,,,,,,,
QA-L01-042,C,L1,s08-sayit-cafe-order,say-it-your-way,merci,thank you,gloss,"The counter is quiet. You have been waiting a moment, and the person behind it turns to you.",,Support piece for the open task,recognition,read,chunk-merci,sent:l01-merci,,"piece boundary ""merci"" ↔ registry ""merci""",,founder_waived_provisional,"also: L1/s00-goal-survival-kit, L1/s01-insight-survival-kit, L1/s07-meet-merci, L1/s07-meet-merci, L1/s10-weave-merci-thanks, L1/s10-weave-merci-thanks, L1/s10-weave-merci-thanks, L1/s09-recap-survival-kit, L3/s05-fill-refuse-politely, L6/s00-goal-petit-moment, L6/s04-fill-decline-offer, L6/s04-fill-decline-offer, L6/s08-weave-close-open, L6/s10-recap-a-small-moment, L7/s06-sayit-take-your-leave, L7/s07-recap-heading-home, L9/s08-fill-softener, L10/s07-sayit-take-your-leave",,,,,,,,
QA-L01-043,C,L1,s08-sayit-cafe-order,say-it-your-way,s'il vous plaît,please (formal),gloss,"The counter is quiet. You have been waiting a moment, and the person behind it turns to you.",,Support piece for the open task,recognition,read,chunk-sil-vous-plait,,,"piece boundary ""s'il vous plaît"" ↔ registry ""s'il vous plaît""",,(none on item),"also: L1/s00-goal-survival-kit, L1/s05-meet-sil-vous-plait, L1/s05-meet-sil-vous-plait, L1/s06-weave-cafe-order-please, L1/s11-weave-the-order, L1/s09-recap-survival-kit, L9/s08-fill-softener, L9/s05-weave-break-politely, L9/s10-insight-what-you-can-ask, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s10-reveal-midday-break",,,,,,,,
QA-L01-044,C,L1,s08-sayit-cafe-order,say-it-your-way,un café,coffee,gloss,"The counter is quiet. You have been waiting a moment, and the person behind it turns to you.",,Support piece for the open task,recognition,read,noun-cafe,,,"piece boundary ""un café"" ↔ registry ""café""",,(none on item),"also: L1/s04-weave-cafe-order, L1/s06-weave-cafe-order-please, L1/s09-recap-survival-kit, L5/s00-goal-un-une, L5/s00-meet-un-cafe, L5/s03-fill-package-cafe, L5/s04-fill-package-question, L5/s02-insight-little-packages, L5/s04b-fill-choose-package, L5/s05-weave-je-voudrais-un-cafe, L5/s07-sayit-ask-for-a-coffee, L5/s08-recap-packages",,,,,,,,
QA-L01-045,C,L1,s09-recap-survival-kit,recap,Bonjour,Hello,gloss,Recap: You can hold a first exchange.,,Chip listed back as a piece the learner used,recycled,read,chunk-bonjour,,,,,(none on item),"also: L1/s04-weave-cafe-order, L1/s01-insight-survival-kit, L1/s06-weave-cafe-order-please, L1/s08-sayit-cafe-order, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s03-fill-je-suis-blank, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s02-fill-verb-in-sandwich, L3/s02-fill-verb-in-sandwich, L4/s06-weave-bonjour-j-ai-une-question, L4/s07-sayit-how-you-feel, L4/s08-recap-jai, L6/s00-goal-petit-moment, L6/s01-meet-bonjour-at-the-door, L6/s01-meet-bonjour-at-the-door, L6/s03-weave-bonjour-je-suis-ici, L6/s00-insight-bonjour-to-au-revoir, L6/s00-insight-bonjour-to-au-revoir, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s06-sayit-find-the-room, L8/s06-sayit-find-the-room, L8/s07-recap-ou, L10/s09-meet-morning-arrival, L10/s02-weave-arrive-ask-where, L10/s02-weave-arrive-ask-where, L10/s05-weave-close-the-day, L10/s08-recap-full-day",,,,,,,,
QA-L01-046,C,L1,s09-recap-survival-kit,recap,je voudrais,I would like,gloss,Recap: You can hold a first exchange.,,Chip listed back as a piece the learner used,recycled,read,chunk-je-voudrais,,,,,(none on item),"also: L1/s03-fill-polite-verb, L1/s04-weave-cafe-order, L1/s06-weave-cafe-order-please, L1/s11-weave-the-order, L1/s08-sayit-cafe-order, L2/s03-fill-je-suis-blank, L3/s02-fill-verb-in-sandwich, L4/s02-fill-have-not-be, L4/s02-fill-have-not-be, L5/s05-weave-je-voudrais-un-cafe, L5/s07-sayit-ask-for-a-coffee, L5/s08-recap-packages, L7/s03-fill-je-vais-blank, L9/s00-goal-pause, L9/s01-meet-faire-une-pause, L9/s03-fill-faire-blank, L9/s02-insight-voudrais-carries-actions, L9/s04-weave-ask-for-a-break, L9/s05-weave-break-politely, L9/s10-insight-what-you-can-ask, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s03-fill-engine-chooser, L10/s01-insight-three-engines, L10/s04-weave-midday-break, L10/s08-recap-full-day",,,,,,,,
QA-L01-047,C,L1,s09-recap-survival-kit,recap,merci,thank you,gloss,Recap: You can hold a first exchange.,"You softened it with s'il vous plaît, and closed with merci.",Chip listed back as a piece the learner used,recycled,read,chunk-merci,sent:l01-merci,,,,founder_waived_provisional,"fields: payload.piecesUsed[4] ; payload.lines[1] (inline) || also: L1/s00-goal-survival-kit, L1/s01-insight-survival-kit, L1/s07-meet-merci, L1/s07-meet-merci, L1/s10-weave-merci-thanks, L1/s10-weave-merci-thanks, L1/s10-weave-merci-thanks, L1/s08-sayit-cafe-order, L3/s05-fill-refuse-politely, L6/s00-goal-petit-moment, L6/s04-fill-decline-offer, L6/s04-fill-decline-offer, L6/s08-weave-close-open, L6/s10-recap-a-small-moment, L7/s06-sayit-take-your-leave, L7/s07-recap-heading-home, L9/s08-fill-softener, L10/s07-sayit-take-your-leave",,,,,,,,
QA-L01-048,C,L1,s09-recap-survival-kit,recap,s'il vous plaît,please (formal),gloss,Recap: You can hold a first exchange.,"You softened it with s'il vous plaît, and closed with merci.",Chip listed back as a piece the learner used,recycled,read,chunk-sil-vous-plait,,,,,(none on item),"fields: payload.piecesUsed[3] ; payload.lines[1] (inline) || also: L1/s00-goal-survival-kit, L1/s05-meet-sil-vous-plait, L1/s05-meet-sil-vous-plait, L1/s06-weave-cafe-order-please, L1/s11-weave-the-order, L1/s08-sayit-cafe-order, L9/s08-fill-softener, L9/s05-weave-break-politely, L9/s10-insight-what-you-can-ask, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s10-reveal-midday-break",,,,,,,,
QA-L01-049,C,L1,s09-recap-survival-kit,recap,un café,a coffee,gloss,Recap: You can hold a first exchange.,,Chip listed back as a piece the learner used,recycled,read,chunk-un-cafe,,,,,(none on item),"also: L1/s04-weave-cafe-order, L1/s06-weave-cafe-order-please, L1/s08-sayit-cafe-order, L5/s00-goal-un-une, L5/s00-meet-un-cafe, L5/s03-fill-package-cafe, L5/s04-fill-package-question, L5/s02-insight-little-packages, L5/s04b-fill-choose-package, L5/s05-weave-je-voudrais-un-cafe, L5/s07-sayit-ask-for-a-coffee, L5/s08-recap-packages",,,,,,,,
QA-L01-050,C,L1,s09-recap-survival-kit,recap,un thé,a tea,gloss,Recap: You can hold a first exchange.,"You ordered un thé too, with the piece in front of you.",Chip listed back as a piece the learner used,recycled,read,chunk-un-the,,,,,founder_waived_provisional,"fields: payload.piecesUsed[5] ; payload.lines[2] (inline) || also: L1/s12-meet-un-the, L1/s11-weave-the-order",,,,,,,,
QA-L02-051,F,L2,s00-goal-etre,insight-card,ici,here,gloss,Insight card: Your first engine,"Today: your first French sentence engine, je suis. By the end: you can say where you are. Main pieces: je suis, ici.",French named inside explanatory copy,recognition,read,word-ici,,,,,(none on item),"also: L2/s00-meet-je-suis-ici, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s06-weave-je-ne-suis-pas-ici, L3/s07-weave-ce-n-est-pas-ici, L3/s08-weave-non-je-ne-suis-pas-ici, L3/s09-sayit-not-here, L4/s00-goal-jai, L6/s00-goal-petit-moment, L6/s03-weave-bonjour-je-suis-ici, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s00-goal-ou, L8/s03-fill-c-est-blank, L8/s08-meet-c-est-ici, L8/s09-fill-which-side, L8/s05-weave-answer-here, L8/s10-reveal-both-sides, L8/s07-recap-ou",,,,,,,,
QA-L02-052,F,L2,s00-goal-etre,insight-card,je suis,I am,gloss,Insight card: Your first engine,"Today: your first French sentence engine, je suis. By the end: you can say where you are. Main pieces: je suis, ici.",French named inside explanatory copy,recognition,read,chunk-je-suis,,,,,(none on item),"also: L1/s03-fill-polite-verb, L2/s00-meet-je-suis-ici, L2/s01-insight-je-suis-engine, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s01-insight-ne-pas-sandwich, L3/s10-recap-negation, L4/s00-goal-jai, L4/s01-insight-have-for-feelings, L4/s02-fill-have-not-be, L4/s02-fill-have-not-be, L6/s00-goal-petit-moment, L6/s03-weave-bonjour-je-suis-ici, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L7/s02-insight-je-vais-frozen, L7/s03-fill-je-vais-blank, L10/s03-fill-engine-chooser, L10/s01-insight-three-engines",,,,,,,,
QA-L02-053,C,L2,s00-meet-je-suis-ici,meet-card,ici,here,gloss,Two words. Where you are.,,Highlighted chunk boundary inside the meet sentence,supported,read,word-ici,,,"highlight span of ""Je suis ici.""",,(none on item),"also: L2/s00-goal-etre, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s06-weave-je-ne-suis-pas-ici, L3/s07-weave-ce-n-est-pas-ici, L3/s08-weave-non-je-ne-suis-pas-ici, L3/s09-sayit-not-here, L4/s00-goal-jai, L6/s00-goal-petit-moment, L6/s03-weave-bonjour-je-suis-ici, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s00-goal-ou, L8/s03-fill-c-est-blank, L8/s08-meet-c-est-ici, L8/s09-fill-which-side, L8/s05-weave-answer-here, L8/s10-reveal-both-sides, L8/s07-recap-ou",,,,,,,,
QA-L02-054,C,L2,s00-meet-je-suis-ici,meet-card,je suis,I am,gloss,Two words. Where you are.,,Highlighted chunk boundary inside the meet sentence,recognition,read,chunk-je-suis,,,"highlight span of ""Je suis ici.""",,(none on item),"also: L1/s03-fill-polite-verb, L2/s00-goal-etre, L2/s01-insight-je-suis-engine, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s01-insight-ne-pas-sandwich, L3/s10-recap-negation, L4/s00-goal-jai, L4/s01-insight-have-for-feelings, L4/s02-fill-have-not-be, L4/s02-fill-have-not-be, L6/s00-goal-petit-moment, L6/s03-weave-bonjour-je-suis-ici, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L7/s02-insight-je-vais-frozen, L7/s03-fill-je-vais-blank, L10/s03-fill-engine-chooser, L10/s01-insight-three-engines",,,,,,,,
QA-L02-055,C,L2,s00-meet-je-suis-ici,meet-card,Je suis ici.,I am here.,gloss,Two words. Where you are.,,First contact / re-contact: Two words. Where you are.,active-new,listen,chunk-je-suis-ici chunk-je-suis,,,je suis → chunk-je-suis | ici → word-ici,,(none on item),"also: L2/s01-insight-je-suis-engine, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s04-weave-je-suis-ici, L2/s06-insight-shape-noticed, L2/s06-insight-shape-noticed, L2/s05-weave-call-and-respond, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s07-sayit-arrive-locate, L3/s01-insight-ne-pas-sandwich, L4/s01-insight-have-for-feelings, L4/s03b-fill-where-feel-have, L4/s03b-fill-where-feel-have, L6/s02-fill-right-place, L6/s02-fill-right-place, L6/s03-weave-bonjour-je-suis-ici, L10/s01-insight-three-engines",,,,,,,,
QA-L02-056,F,L2,s01-insight-je-suis-engine,insight-card,je suis,I am,gloss,Insight card: Your first French sentence engine.,Je suis = I am. This shape is small. You will use it again and again.,French named inside explanatory copy,recognition,read,chunk-je-suis,,,,,(none on item),"also: L1/s03-fill-polite-verb, L2/s00-goal-etre, L2/s00-meet-je-suis-ici, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s01-insight-ne-pas-sandwich, L3/s10-recap-negation, L4/s00-goal-jai, L4/s01-insight-have-for-feelings, L4/s02-fill-have-not-be, L4/s02-fill-have-not-be, L6/s00-goal-petit-moment, L6/s03-weave-bonjour-je-suis-ici, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L7/s02-insight-je-vais-frozen, L7/s03-fill-je-vais-blank, L10/s03-fill-engine-chooser, L10/s01-insight-three-engines",,,,,,,,
QA-L02-057,F,L2,s01-insight-je-suis-engine,insight-card,Je suis ici.,I am here.,gloss,Insight card: Your first French sentence engine.,,"Illustrative example inside ""Your first French sentence engine.""",recognition,read,chunk-je-suis-ici,,,,,(none on item),"also: L2/s00-meet-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s04-weave-je-suis-ici, L2/s06-insight-shape-noticed, L2/s06-insight-shape-noticed, L2/s05-weave-call-and-respond, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s07-sayit-arrive-locate, L3/s01-insight-ne-pas-sandwich, L4/s01-insight-have-for-feelings, L4/s03b-fill-where-feel-have, L4/s03b-fill-where-feel-have, L6/s02-fill-right-place, L6/s02-fill-right-place, L6/s03-weave-bonjour-je-suis-ici, L10/s01-insight-three-engines",,,,,,,,
QA-L02-058,C,L2,s02-meet-bonjour-je-suis-ici,meet-card,Bonjour,Hello,gloss,"Greet, then locate.",,Highlighted chunk boundary inside the meet sentence,recognition,read,chunk-bonjour,,,"highlight span of ""Bonjour, je suis ici.""",,(none on item),"also: L1/s04-weave-cafe-order, L1/s01-insight-survival-kit, L1/s06-weave-cafe-order-please, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s03-fill-je-suis-blank, L2/s03-fill-je-suis-blank, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s02-fill-verb-in-sandwich, L3/s02-fill-verb-in-sandwich, L4/s06-weave-bonjour-j-ai-une-question, L4/s07-sayit-how-you-feel, L4/s08-recap-jai, L6/s00-goal-petit-moment, L6/s01-meet-bonjour-at-the-door, L6/s01-meet-bonjour-at-the-door, L6/s03-weave-bonjour-je-suis-ici, L6/s00-insight-bonjour-to-au-revoir, L6/s00-insight-bonjour-to-au-revoir, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s06-sayit-find-the-room, L8/s06-sayit-find-the-room, L8/s07-recap-ou, L10/s09-meet-morning-arrival, L10/s02-weave-arrive-ask-where, L10/s02-weave-arrive-ask-where, L10/s05-weave-close-the-day, L10/s08-recap-full-day",,,,,,,,
QA-L02-059,C,L2,s02-meet-bonjour-je-suis-ici,meet-card,"Bonjour, je suis ici.","Hello, I am here.",gloss,"Greet, then locate.",,"First contact / re-contact: Greet, then locate.",recycled,listen,chunk-bonjour chunk-je-suis-ici,,,Bonjour → chunk-bonjour | je suis → chunk-je-suis | ici → word-ici,,(none on item),"also: L2/s07-sayit-arrive-locate, L6/s03-weave-bonjour-je-suis-ici",,,,,,,,
QA-L02-060,C,L2,s02-meet-bonjour-je-suis-ici,meet-card,ici,here,gloss,"Greet, then locate.",,Highlighted chunk boundary inside the meet sentence,supported,read,word-ici,,,"highlight span of ""Bonjour, je suis ici.""",,(none on item),"also: L2/s00-goal-etre, L2/s00-meet-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s06-weave-je-ne-suis-pas-ici, L3/s07-weave-ce-n-est-pas-ici, L3/s08-weave-non-je-ne-suis-pas-ici, L3/s09-sayit-not-here, L4/s00-goal-jai, L6/s00-goal-petit-moment, L6/s03-weave-bonjour-je-suis-ici, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s00-goal-ou, L8/s03-fill-c-est-blank, L8/s08-meet-c-est-ici, L8/s09-fill-which-side, L8/s05-weave-answer-here, L8/s10-reveal-both-sides, L8/s07-recap-ou",,,,,,,,
QA-L02-061,C,L2,s02-meet-bonjour-je-suis-ici,meet-card,je suis,I am,gloss,"Greet, then locate.",,Highlighted chunk boundary inside the meet sentence,recognition,read,chunk-je-suis,,,"highlight span of ""Bonjour, je suis ici.""",,(none on item),"also: L1/s03-fill-polite-verb, L2/s00-goal-etre, L2/s00-meet-je-suis-ici, L2/s01-insight-je-suis-engine, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s01-insight-ne-pas-sandwich, L3/s10-recap-negation, L4/s00-goal-jai, L4/s01-insight-have-for-feelings, L4/s02-fill-have-not-be, L4/s02-fill-have-not-be, L6/s00-goal-petit-moment, L6/s03-weave-bonjour-je-suis-ici, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L7/s02-insight-je-vais-frozen, L7/s03-fill-je-vais-blank, L10/s03-fill-engine-chooser, L10/s01-insight-three-engines",,,,,,,,
QA-L02-062,B,L2,s03-fill-je-suis-blank,fill-with-traps,Je suis ici.,(no English gloss presented),none,You want to tell them you have arrived. Which word fits?,,Natural full sentence shown after the choice,model-only,read,chunk-je-suis-ici,,,,,(none on item),"also: L2/s00-meet-je-suis-ici, L2/s01-insight-je-suis-engine, L2/s04-weave-je-suis-ici, L2/s04-weave-je-suis-ici, L2/s06-insight-shape-noticed, L2/s06-insight-shape-noticed, L2/s05-weave-call-and-respond, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s07-sayit-arrive-locate, L3/s01-insight-ne-pas-sandwich, L4/s01-insight-have-for-feelings, L4/s03b-fill-where-feel-have, L4/s03b-fill-where-feel-have, L6/s02-fill-right-place, L6/s02-fill-right-place, L6/s03-weave-bonjour-je-suis-ici, L10/s01-insight-three-engines",,,,,,,,
QA-L02-063,C,L2,s03-fill-je-suis-blank,fill-with-traps,bonjour,Hello,gloss,You want to tell them you have arrived. Which word fits?,,Distractor — shown reason: Bonjour is a greeting. It cannot sit between Je and ici.,recognition,choose,chunk-bonjour,,,,,(none on item),"also: L1/s04-weave-cafe-order, L1/s01-insight-survival-kit, L1/s06-weave-cafe-order-please, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s02-meet-bonjour-je-suis-ici, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s02-fill-verb-in-sandwich, L3/s02-fill-verb-in-sandwich, L4/s06-weave-bonjour-j-ai-une-question, L4/s07-sayit-how-you-feel, L4/s08-recap-jai, L6/s00-goal-petit-moment, L6/s01-meet-bonjour-at-the-door, L6/s01-meet-bonjour-at-the-door, L6/s03-weave-bonjour-je-suis-ici, L6/s00-insight-bonjour-to-au-revoir, L6/s00-insight-bonjour-to-au-revoir, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s06-sayit-find-the-room, L8/s06-sayit-find-the-room, L8/s07-recap-ou, L10/s09-meet-morning-arrival, L10/s02-weave-arrive-ask-where, L10/s02-weave-arrive-ask-where, L10/s05-weave-close-the-day, L10/s08-recap-full-day",,,,,,,,
